record_id,parent_bite_id,take,phase,generator,outer_fold,generation_status,rms_position_error_m,mean_position_error_m,p95_position_error_m,max_position_error_m,final_position_error_m,mean_orientation_error_rad,rms_orientation_error_rad,p95_orientation_error_rad,max_orientation_error_rad,final_orientation_error_rad,generated_path_length_m,gt_path_length_m,path_length_absolute_error_m,path_length_relative_error,translation_displacement_error_m,generated_duration_s,gt_duration_s,duration_error_s,retrieved_record_id,retrieval_context_distance,endpoint_anchor,generated_final_to_anchor_x_m,generated_final_to_anchor_y_m,generated_final_to_anchor_z_m,generated_final_to_anchor_norm_m,gt_final_to_anchor_x_m,gt_final_to_anchor_y_m,gt_final_to_anchor_z_m,gt_final_to_anchor_norm_m,final_to_anchor_vector_difference_x_m,final_to_anchor_vector_difference_y_m,final_to_anchor_vector_difference_z_m,final_to_anchor_vector_difference_norm_m,generated_position_first_derivative_rms_per_normalized_phase,generated_position_first_derivative_max_per_normalized_phase,generated_position_second_derivative_rms_per_normalized_phase2,generated_position_second_derivative_max_per_normalized_phase2,generated_angular_increment_mean_rad_per_normalized_phase,generated_angular_increment_max_rad_per_normalized_phase,gt_position_first_derivative_rms_per_normalized_phase,gt_position_first_derivative_max_per_normalized_phase,gt_position_second_derivative_rms_per_normalized_phase2,gt_position_second_derivative_max_per_normalized_phase2,gt_angular_increment_mean_rad_per_normalized_phase,gt_angular_increment_max_rad_per_normalized_phase
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,contextual_promp,trial_0012,SUCCESS,0.10906185417887322,0.09078787320834374,0.1884099185132374,0.19026100616885744,0.19026100616885744,0.34250901844688686,0.43773580647593224,0.7326349776607477,0.7379083149269802,0.6086519813471077,0.5219299535920701,0.570119035992818,0.04818908240074793,0.08452459812507468,0.19026100616885744,1.05,0.98,0.07000000000000006,,,plate,-0.02238767379066986,-0.12458922060900932,-0.18951521670347382,0.2279028283981629,-0.016266953246999977,0.0653743974950001,-0.19821067788999996,0.2093463600003298,-0.006120720543669883,-0.1899636181040094,0.008695461186526143,0.19026100616885744,0.6033446692210711,1.0083384764986691,3.0997859301743347,4.351177689422062,1.6408205429979013,3.08671176682537,0.6278277097958335,0.9535745209967662,2.9653477284748004,5.606629505204831,1.8449083605185728,4.582207907683574
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,retrieval,trial_0012,SUCCESS,0.13503678470896613,0.12266128165353539,0.19105293595116288,0.19350119877572575,0.13264131994397643,0.6139400672790177,0.7158148101347701,1.0736658098883063,1.0861514425985355,0.7211752468185968,0.555123603673864,0.570119035992818,0.01499543231895395,0.02630228315888553,0.13264131994397643,1.05,0.98,0.07000000000000006,trial_0017_bite_014_withdrawal,2.1504378643944566,plate,-0.008234134803736332,-0.06701487541387965,-0.19971865766308877,0.21082299855909922,-0.016266953246999977,0.0653743974950001,-0.19821067788999996,0.2093463600003298,0.008032818443263645,-0.13238927290887975,-0.0015079797730888078,0.13264131994397643,0.689453087355968,1.3019874330467571,7.369679966001398,17.322319172584045,2.164033175932472,6.5907311080981135,0.6278277097958335,0.9535745209967662,2.9653477284748004,5.606629505204831,1.8449083605185728,4.582207907683574
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,contextual_promp,trial_0012,SUCCESS,0.06465309156750379,0.05785884081258381,0.09409728634711635,0.09434607508533539,0.04307654609587359,0.19880734112832665,0.21514663073037749,0.28487122084744604,0.2908872536317979,0.282095770384205,0.6162002979484926,0.6669121917794137,0.05071189383092112,0.07603983621234271,0.04307654609587359,1.415,1.46,-0.04499999999999993,,,mouth_proxy,-0.06181535229804809,0.18524869010724254,0.00855175407987141,0.19547723003977618,-0.044230307545,0.17213426978399993,-0.028520702058999925,0.1799998816264455,-0.01758504475304809,0.013114420323242615,0.037072456138871335,0.04307654609587359,0.682600835523961,1.04489865006,2.1489788494905224,2.9981487948370815,0.6803426470192804,1.1197929358592327,0.7589198578113835,1.1266559945190693,3.8005492464314194,7.61426004463882,0.8764184750629198,2.3203178381894105
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,retrieval,trial_0012,SUCCESS,0.03823085444013683,0.03510429579301101,0.061693646401360464,0.06437509206452789,0.032431507765026214,0.12444562116447482,0.13901523913431005,0.21854564883418617,0.22686494845782762,0.22686494845782762,0.6500099087387744,0.6669121917794137,0.016902283040639343,0.025344090644889426,0.032431507765026214,1.415,1.46,-0.04499999999999993,trial_0017_bite_006_transfer,1.8224927371634378,mouth_proxy,-0.07202852288819216,0.16438861110336778,-0.013719800355062428,0.17999987914365911,-0.044230307545,0.17213426978399993,-0.028520702058999925,0.1799998816264455,-0.027798215343192156,-0.00774565868063215,0.014800901703937497,0.032431507765026214,0.7806008601420604,1.406455586399465,4.4676931491533125,9.849623724154288,0.8579646873179136,2.095605711615487,0.7589198578113835,1.1266559945190693,3.8005492464314194,7.61426004463882,0.8764184750629198,2.3203178381894105
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,contextual_promp,trial_0012,SUCCESS,0.04506834708161526,0.040113773439735975,0.07157109218032276,0.07233800604562154,0.04295058472144228,0.29657053571714337,0.3557997972140092,0.5785924294760539,0.5863651932765633,0.25969084306857726,0.5362178806912397,0.5316328588670177,0.004585021824221935,0.008624413912249976,0.04295058472144228,1.05,1.39,-0.33999999999999986,,,plate,-0.013082165138729035,-0.0884675219600485,-0.19838169151450827,0.21760730919393806,0.008609686753000084,-0.052546529504999745,-0.20754130888999994,0.2142630611299553,-0.02169185189172912,-0.03592099245504876,0.009159617375491674,0.04295058472144228,0.6239394649781058,1.0512103182283137,3.006147801998374,4.3519090396007165,1.5134816224102827,2.615457971610836,0.6586221024231561,1.1134317470356203,4.431571458833911,7.921798318053386,2.129052764509066,5.243696799543888
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,retrieval,trial_0012,SUCCESS,0.06255091440245449,0.05732493528598981,0.08861072855047404,0.09008345493670156,0.09008345493670156,0.3184945143134762,0.3614504915488015,0.5655369914506945,0.5713818982206906,0.30082613281957665,0.5726072705975386,0.5316328588670177,0.040974411730520854,0.0770727599829757,0.09008345493670156,1.05,1.39,-0.33999999999999986,trial_0017_bite_009_withdrawal,1.9812291084930853,plate,-0.04712138254016174,-0.12258711990641621,-0.19737310034598676,0.23707418121683618,0.008609686753000084,-0.052546529504999745,-0.20754130888999994,0.2142630611299553,-0.05573106929316182,-0.07004059040141647,0.01016820854401318,0.09008345493670156,0.664229221892107,1.180235740291361,4.409396072204473,9.365284127642415,1.7179813971924442,4.064859984863996,0.6586221024231561,1.1134317470356203,4.431571458833911,7.921798318053386,2.129052764509066,5.243696799543888
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,contextual_promp,trial_0012,SUCCESS,0.05717728284818785,0.05369291047514642,0.0810704937369184,0.08178353332135921,0.040841173170930445,0.07925862040502098,0.08427266854245483,0.11238155225388258,0.12036723475632796,0.053138643535762344,0.5513927389096188,0.5937438120858515,0.042351073176232656,0.0713288666158073,0.04084117317093044,1.415,1.21,0.20500000000000007,,,mouth_proxy,-0.029553315720586386,0.19519945527737625,-0.02107394280835384,0.1985455536549606,-0.05870307168699992,0.16768585855399998,-0.02890306462500003,0.17999995813665642,0.029149755966413532,0.027513596723376277,0.00782912181664619,0.04084117317093044,0.5993804303938122,0.8574101680887468,1.8174554815207005,2.43189307067891,0.49947709757194153,1.004692813636153,0.6370763274180904,0.9073493496328328,2.265393865055885,5.218334445118908,0.6822364720177062,2.458197054898437
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,retrieval,trial_0012,SUCCESS,0.0725876307684048,0.060910399848969066,0.12330802518639926,0.1248084562818392,0.014522298840596054,0.12380809068862275,0.12924361807864226,0.15680276400962295,0.1614061743868804,0.15999508907066629,0.5726456212223116,0.5937438120858515,0.021098190863539923,0.03553416546678766,0.014522298840596054,1.415,1.21,0.20500000000000007,trial_0014_bite_001_transfer,3.0305156021610595,mouth_proxy,-0.06302302656423361,0.16793412423387288,-0.015040398300427416,0.1799999598348551,-0.05870307168699992,0.16768585855399998,-0.02890306462500003,0.17999995813665642,-0.004319954877233696,0.0002482656798729055,0.013862666324572614,0.014522298840596056,0.6513226119810873,1.0354129337668445,2.721400173341098,4.444210556197023,0.5792400814913526,1.6465638708677661,0.6370763274180904,0.9073493496328328,2.265393865055885,5.218334445118908,0.6822364720177062,2.458197054898437
trial_0012_bite_005_withdrawal,trial_0012_bite_005,trial_0012,withdrawal,contextual_promp,trial_0012,SUCCESS,0.07807223516652059,0.07093627196820905,0.10950881118800543,0.11117713051726169,0.06805598828228751,0.7542800125309075,0.8713963926758653,1.4343125736797802,1.4613724053589734,0.5446390662136182,0.5464329169555584,0.5423145727727087,0.004118344182849731,0.007594013492563448,0.0680559882822875,1.05,1.36,-0.31000000000000005,,,plate,-0.027788150869137995,-0.03436231281162658,-0.18601664669922874,0.19119399237349413,0.01852573875300023,-0.08399090050499988,-0.1908792028899999,0.20936223264931753,-0.04631388962213823,0.049628587693373305,0.004862556190771167,0.0680559882822875,0.6373313569527669,1.0518417168194951,2.910567823970154,4.236913088924745,1.1743001515070306,2.0619186955153,0.6669820217445244,1.2057739495732085,5.010921574605513,10.97881700029682,3.0058174822721178,8.270864946365048
trial_0012_bite_005_withdrawal,trial_0012_bite_005,trial_0012,withdrawal,retrieval,trial_0012,SUCCESS,0.11224977407734339,0.10244768126600057,0.16956216790114448,0.1703064852094086,0.07743348526965721,0.7821810719315101,0.9249920925448611,1.612124843507472,1.64460445158836,0.4662211448179197,0.5748222098998793,0.5423145727727087,0.03250763712717064,0.05994240014788433,0.07743348526965721,1.05,1.36,-0.31000000000000005,trial_0017_bite_002_withdrawal,2.024766197668729,plate,0.007257909846334121,-0.007425564882248742,-0.19347343759638158,0.1937518705058585,0.01852573875300023,-0.08399090050499988,-0.1908792028899999,0.20936223264931753,-0.01126782890666611,0.07656533562275114,-0.002594234706381676,0.07743348526965721,0.6758644711740696,1.150101695424296,3.897139081101126,7.968005446423387,1.6765093137138216,5.281634707415586,0.6669820217445244,1.2057739495732085,5.010921574605513,10.97881700029682,3.0058174822721178,8.270864946365048
trial_0012_bite_006_transfer,trial_0012_bite_006,trial_0012,transfer,contextual_promp,trial_0012,SUCCESS,0.06314503138046909,0.05488102839199603,0.10381315917176516,0.10494883141725385,0.03274688897488642,0.1207287899420216,0.13983929525784702,0.2539142576078525,0.2730459023727183,0.2730459023727183,0.5835696974983693,0.6264135772438579,0.042843879745488644,0.0683955158411419,0.03274688897488642,1.415,1.56,-0.14500000000000002,,,mouth_proxy,-0.05870360328106429,0.18754787452628446,0.010348012752093905,0.19679278351968352,-0.05125694159399995,0.17167698512599994,-0.017310997297000086,0.1799998108636236,-0.007446661687064343,0.015870889400284527,0.02765901004909399,0.03274688897488642,0.6373581610334162,0.925831120066493,1.941415997924608,2.6628805790420387,0.5370107636551213,1.0021572535880368,0.7306725552467975,1.25311384903994,3.603392847541664,8.777150463391264,0.893714896046894,1.7575375767967618
trial_0012_bite_006_transfer,trial_0012_bite_006,trial_0012,transfer,retrieval,trial_0012,SUCCESS,0.07401816296677668,0.06725622842350058,0.11655470536388975,0.11793887559095216,0.05637515921005166,0.2684360940458069,0.27643470531153874,0.3278049069285319,0.33835439164403197,0.3359589408595492,0.62706485238857,0.6264135772438579,0.0006512751447120824,0.0010396887429828905,0.05637515921005165,1.415,1.56,-0.14500000000000002,trial_0017_bite_014_transfer,2.459736371168339,mouth_proxy,-0.09201340322057353,0.15373858433326582,0.017261870513459954,0.17999997460736486,-0.05125694159399995,0.17167698512599994,-0.017310997297000086,0.1799998108636236,-0.04075646162657358,-0.01793840079273412,0.03457286781046004,0.05637515921005166,0.7265835972746136,1.1925687162536427,5.487289903758102,24.93358865594839,1.0498807675726483,4.182795467902061,0.7306725552467975,1.25311384903994,3.603392847541664,8.777150463391264,0.893714896046894,1.7575375767967618
trial_0012_bite_006_withdrawal,trial_0012_bite_006,trial_0012,withdrawal,contextual_promp,trial_0012,SUCCESS,0.06503465133975529,0.053908900648413464,0.11990370514594147,0.12378934925729243,0.022379489172477163,0.7688508116949121,0.9065407194674479,1.5668234964064818,1.6303020905519465,0.613667442123111,0.5421449662533004,0.5516098989100768,0.009464932656776393,0.01715874329934634,0.022379489172477163,1.05,1.3,-0.25,,,plate,-0.027367222818559023,-0.043248893760957335,-0.18191327241596628,0.1889758460159202,-0.018485184247000075,-0.05749146550499992,-0.19671530188999994,0.2057762878473415,-0.008882038571558948,0.014242571744042587,0.014802029474033668,0.022379489172477163,0.6363203691797218,1.0533222957410306,2.9333278378462775,4.281352294798413,1.2053070506755443,2.166192674531165,0.6881136109325794,1.254031711144256,6.052647790806533,12.36588470122558,3.0412699113954638,9.456352094382568
trial_0012_bite_006_withdrawal,trial_0012_bite_006,trial_0012,withdrawal,retrieval,trial_0012,SUCCESS,0.08181441343917292,0.06789042239691258,0.14491731695248158,0.15011838263945068,0.036717964108460295,0.8013239357601588,0.9947034412358898,1.8158442553554424,1.8848892798548968,0.39158234430824873,0.600289804573146,0.5516098989100768,0.04867990566306912,0.08825060202736662,0.036717964108460295,1.05,1.3,-0.25,trial_0017_bite_003_withdrawal,2.0772010845100675,plate,0.006086057026075786,-0.032837636112060226,-0.18502549064968069,0.1880153786946903,-0.018485184247000075,-0.05749146550499992,-0.19671530188999994,0.2057762878473415,0.02457124127307586,0.024653829392939697,0.011689811240319259,0.036717964108460295,0.7187557159449096,1.2982191787830788,4.943039306646302,10.700420289456995,1.813350760439084,4.388413016753394,0.6881136109325794,1.254031711144256,6.052647790806533,12.36588470122558,3.0412699113954638,9.456352094382568
trial_0012_bite_007_transfer,trial_0012_bite_007,trial_0012,transfer,contextual_promp,trial_0012,SUCCESS,0.05333159870328801,0.048130553871500975,0.08137132815495017,0.08165836684282178,0.0338087489917602,0.06418780486420603,0.07142094640485089,0.12069303520911855,0.12344649727661962,0.07446908342764544,0.587739434868899,0.6044434668557345,0.016704031986835455,0.027635391732709867,0.0338087489917602,1.415,1.32,0.09499999999999997,,,mouth_proxy,-0.049483259885507634,0.1936271613794115,-0.00866337186759436,0.2000378080385345,-0.06884764879100005,0.1662566383030002,-0.004315220855000024,0.1799996934855472,0.01936438890549242,0.0273705230764113,-0.004348151012594337,0.0338087489917602,0.6413420454474367,0.9316770763708973,1.9641257455037031,2.5309780418418066,0.5464797793532327,1.0511717195219836,0.6616390410490386,0.97550417562435,2.911356824677975,7.68110274546729,0.7726576540532448,2.4034501847434213
trial_0012_bite_007_transfer,trial_0012_bite_007,trial_0012,transfer,retrieval,trial_0012,SUCCESS,0.05154823416609308,0.04368991239504616,0.09169763319340128,0.09276588204560304,0.02687747420790125,0.17441825295600039,0.1832581922001795,0.27236839683038666,0.2791366867255348,0.14956449387463858,0.6347002950480879,0.6044434668557345,0.030256828192353424,0.05005733348355467,0.026877474207901226,1.415,1.32,0.09499999999999997,trial_0017_bite_014_transfer,3.058003440305384,mouth_proxy,-0.09249743741995758,0.1544150173164902,0.00046621512322603254,0.17999997460736508,-0.06884764879100005,0.1662566383030002,-0.004315220855000024,0.1799996934855472,-0.02364978862895753,-0.011841620986509982,0.004781435978226056,0.02687747420790125,0.7357082335735539,1.2057730093261079,5.5178546407120415,25.086000673641905,1.0498807675726483,4.182795467902061,0.6616390410490386,0.97550417562435,2.911356824677975,7.68110274546729,0.7726576540532448,2.4034501847434213
trial_0012_bite_007_withdrawal,trial_0012_bite_007,trial_0012,withdrawal,contextual_promp,trial_0012,SUCCESS,0.0800834127059006,0.06668139215913665,0.14085091909695738,0.14456867094534792,0.03955454915700679,0.5991043872043649,0.6922413448162297,1.1186475937833682,1.1567765669569663,0.6219266722756808,0.5336166970463455,0.5812996117290842,0.047682914682738664,0.08202812064660621,0.03955454915700679,1.05,1.39,-0.33999999999999986,,,plate,-0.041537654128486895,-0.0741448482594689,-0.1820081688717661,0.20087261826832148,-0.016386102246999906,-0.06726981550499986,-0.21175200388999993,0.22278384945133792,-0.02515155188148699,-0.006875032754469046,0.029743835018233827,0.03955454915700679,0.621116269983284,1.0379728577858176,2.9426615973444306,4.405075538470729,1.2905781281152422,2.5857597158634533,0.7425224134829864,1.4816633728516422,6.778491237444342,15.757604204957223,2.5051112598248846,8.536299897956699
trial_0012_bite_007_withdrawal,trial_0012_bite_007,trial_0012,withdrawal,retrieval,trial_0012,SUCCESS,0.06760241156073733,0.06240058329621557,0.09238113411810892,0.0943720876697601,0.05927390555890218,0.31788522697849336,0.3693734013738837,0.66263142358754,0.6865603229511267,0.3847199187847112,0.508207564473817,0.5812996117290842,0.07309204725526719,0.1257390264511855,0.05927390555890218,1.05,1.39,-0.33999999999999986,trial_0017_bite_006_withdrawal,2.567405125009086,plate,0.01597837259247961,-0.11453689899197797,-0.19652835560171525,0.22802939323016433,-0.016386102246999906,-0.06726981550499986,-0.21175200388999993,0.22278384945133792,0.03236447483947952,-0.04726708348697811,0.01522364828828468,0.05927390555890218,0.664844549169374,1.2600185036869909,5.61444365463001,9.374213930350903,1.8310870085328022,5.29380881225836,0.7425224134829864,1.4816633728516422,6.778491237444342,15.757604204957223,2.5051112598248846,8.536299897956699
