generator,parent_bite_id,take,rms_position_error_m,rms_orientation_error_rad,final_position_error_m,path_length_absolute_error_m,mean_position_error_m,mean_orientation_error_rad
contextual_promp,trial_0013_bite_009,trial_0013,0.051025579644350075,0.26535437886683944,0.08763711601651801,0.04771921820388539,0.0450758430988316,0.2234486429355051
contextual_promp,trial_0013_bite_010,trial_0013,0.09345766192478575,0.4229881783097666,0.0944553784834623,0.10314481912051116,0.08272868561550592,0.35995982378612734
contextual_promp,trial_0013_bite_011,trial_0013,0.04517371748954157,0.17966028131178746,0.03374362597533419,0.06470143011357912,0.037735020149212005,0.15135646723075574
contextual_promp,trial_0013_bite_012,trial_0013,0.10261441016139325,0.40569087283996175,0.10794496433433541,0.10765241720022409,0.09363222142383956,0.3665007453598714
contextual_promp,trial_0014_bite_001,trial_0014,0.06052868374350605,0.34643247511468594,0.052461768951892016,0.027672025257908406,0.055662672946715355,0.3151302506655227
contextual_promp,trial_0014_bite_002,trial_0014,0.05456105917973168,0.27524781602573334,0.049348296252460816,0.015802023526321346,0.04838482194139801,0.2174676824159043
contextual_promp,trial_0014_bite_003,trial_0014,0.05913137154377917,0.32580746817022677,0.08634254114651353,0.040219489082172905,0.05257241554826457,0.27721346338636693
contextual_promp,trial_0014_bite_004,trial_0014,0.05528874201125889,0.1957616273830042,0.10005343996785991,0.028203418713426853,0.04717324285226851,0.16996464497692176
contextual_promp,trial_0014_bite_005,trial_0014,0.05949826884850397,0.184845603193397,0.08092002160369277,0.05352652026455665,0.04846688494123097,0.14109131516733203
contextual_promp,trial_0014_bite_006,trial_0014,0.027622827556899036,0.23177222736331762,0.0380384452964905,0.012376121828322706,0.024423451049789584,0.20069410576541977
contextual_promp,trial_0014_bite_007,trial_0014,0.06739486166307014,0.22797389949783844,0.090850405723176,0.03601785872480662,0.05393145356983894,0.18465799031152338
contextual_promp,trial_0014_bite_008,trial_0014,0.04889479835636656,0.20949331994740533,0.05273347712302187,0.0235272029435169,0.0446075430928968,0.17625251198982322
contextual_promp,trial_0014_bite_009,trial_0014,0.051685877970841516,0.19572046688871153,0.058894667654488364,0.04915002895520121,0.04534706641364588,0.1732441178253636
contextual_promp,trial_0014_bite_010,trial_0014,0.04978396938331996,0.27683142882667955,0.052214303543552,0.03496901823807885,0.04514352068878094,0.2555426846302557
contextual_promp,trial_0014_bite_011,trial_0014,0.05373096905122116,0.1317848150020121,0.04906412170952478,0.010481092883657478,0.04515244222556487,0.11546531766589849
contextual_promp,trial_0014_bite_012,trial_0014,0.03528619293883489,0.2427368590962614,0.05188471628519485,0.02038678792341972,0.031748421700752996,0.21255279657972231
contextual_promp,trial_0014_bite_013,trial_0014,0.03956599381938277,0.1838189313944099,0.0522092525535946,0.017360488889604453,0.03603617703294089,0.16893021487915383
contextual_promp,trial_0014_bite_014,trial_0014,0.08357239766073324,0.4586554669989602,0.06358587831956342,0.007971436184827818,0.07696633603481051,0.4299172417783069
contextual_promp,trial_0014_bite_015,trial_0014,0.06920314272232803,0.3913768843522059,0.06910929839157105,0.04148743188443438,0.062063394572219314,0.3533545839010488
contextual_promp,trial_0014_bite_016,trial_0014,0.08371952388452203,0.4031992630703335,0.1215024590622878,0.04536705444489547,0.06807437651906471,0.3530761256800867
contextual_promp,trial_0014_bite_017,trial_0014,0.0897919757991663,0.3852798145413055,0.12324082368797182,0.03343791653267583,0.07953239194992698,0.3391279174476387
contextual_promp,trial_0014_bite_018,trial_0014,0.07368393405229444,0.2217940913879053,0.10951715785599296,0.012948579496521895,0.060751205057079066,0.19237549749323174
contextual_promp,trial_0014_bite_019,trial_0014,0.05356837516825674,0.20005182334614052,0.08151952087268724,0.021074270648801158,0.04445366152344284,0.1771115143623325
contextual_promp,trial_0014_bite_020,trial_0014,0.12767643373045487,0.5031362909547329,0.13535938574042172,0.029955626041808042,0.1059133943574747,0.4503393948253993
contextual_promp,trial_0014_bite_021,trial_0014,0.035176383244242604,0.15538700098787794,0.042290549946006686,0.012315323444073795,0.030715904183191138,0.14101017200054483
contextual_promp,trial_0015_bite_001,trial_0015,0.07547444570791373,0.34304234317748794,0.10221711083553123,0.03820718901867873,0.06721006403761606,0.29838273647344304
contextual_promp,trial_0015_bite_002,trial_0015,0.04838504099997499,0.3254656099756976,0.05853428293192053,0.03709045442085679,0.04152726279168798,0.27197947124403543
contextual_promp,trial_0015_bite_003,trial_0015,0.06484815007746056,0.3499982302616529,0.08493519904312248,0.02819197446565061,0.05960439653051153,0.29968897076813483
contextual_promp,trial_0015_bite_004,trial_0015,0.0648124707045082,0.2666958494776225,0.08178576500904274,0.028257323806913398,0.057631598053871476,0.21491694556389823
contextual_promp,trial_0015_bite_005,trial_0015,0.04146190188086843,0.377919802847546,0.0663341270530134,0.027667366927124903,0.03773057298530221,0.33284694674958804
contextual_promp,trial_0015_bite_006,trial_0015,0.0745749668998727,0.40405707987660977,0.10537516368641739,0.055913655655305206,0.0671664526049742,0.3264997508543431
contextual_promp,trial_0015_bite_007,trial_0015,0.06608486988417665,0.26467133185909575,0.1167991799410169,0.030679017778851153,0.056229694847764924,0.2158991274343682
contextual_promp,trial_0015_bite_008,trial_0015,0.11183984564692054,0.5189759138390644,0.18674946480166588,0.024577077919643697,0.09496772732370547,0.4258512665852153
contextual_promp,trial_0015_bite_009,trial_0015,0.08468186317442086,0.49979816355076845,0.11140595552501037,0.0993285587487219,0.07382477685505327,0.42204007122018417
contextual_promp,trial_0015_bite_010,trial_0015,0.08849605403690375,0.5166232166672025,0.10638416849831858,0.07884597172997743,0.0805757249339285,0.4631407296035568
contextual_promp,trial_0015_bite_011,trial_0015,0.06511268228245945,0.3682461019060066,0.08189422568991526,0.03395776921666621,0.05860713607126328,0.32094810947241753
contextual_promp,trial_0015_bite_012,trial_0015,0.07376736935180095,0.5119308776736472,0.12175673047793284,0.027729205236733834,0.0637253310682275,0.42524095088324354
contextual_promp,trial_0015_bite_013,trial_0015,0.1103034688565468,0.40991414221795425,0.15450411540148273,0.11594836686685331,0.08826809554198986,0.33398316865082533
contextual_promp,trial_0015_bite_014,trial_0015,0.1101398514440802,0.5421226830820954,0.20419361258040572,0.10759340439608459,0.0882410504559423,0.428366604874185
contextual_promp,trial_0015_bite_015,trial_0015,0.0942363581351285,0.4636336909409452,0.16267326481975847,0.10268140901046988,0.07679485071109958,0.390260145208949
contextual_promp,trial_0015_bite_016,trial_0015,0.09670785859883532,0.41369415543039184,0.16047809326922952,0.07915512344643941,0.07663858489831647,0.3382787371216647
contextual_promp,trial_0015_bite_017,trial_0015,0.07803577067961068,0.4566774237628264,0.11933513920870156,0.06670627871102333,0.06595184510828228,0.3996194183863976
contextual_promp,trial_0015_bite_018,trial_0015,0.08231938246342262,0.3237218174223908,0.12596077100643424,0.08817777082230321,0.06952347768096186,0.2682341728005678
contextual_promp,trial_0015_bite_019,trial_0015,0.06445701887293341,0.38973859242610354,0.11113694309601407,0.051966937131621954,0.05817666993199331,0.32565868371825724
contextual_promp,trial_0017_bite_001,trial_0017,0.06619994615882088,0.26626944859826274,0.07966895150410323,0.07082800235525544,0.057804053147285886,0.2391503955805093
contextual_promp,trial_0017_bite_002,trial_0017,0.05170861741091262,0.21920391792321586,0.026022223959742095,0.03791344918101086,0.043549494118734225,0.19423072421389143
contextual_promp,trial_0017_bite_003,trial_0017,0.0346188415859611,0.24776484934941034,0.04336131959237949,0.07883621062772009,0.03178789698533858,0.22251951008233428
contextual_promp,trial_0017_bite_004,trial_0017,0.07902365358118663,0.3189873131051324,0.08463066160009552,0.05142795753224699,0.06385425099050832,0.28283477150446584
contextual_promp,trial_0017_bite_005,trial_0017,0.08273206846872538,0.4387062121329604,0.1137780416082672,0.11920346029023837,0.06953389535390339,0.37430934517865594
contextual_promp,trial_0017_bite_006,trial_0017,0.059238050412511595,0.2956087252012532,0.06877148680265296,0.03844958189870476,0.053089178228641114,0.2518919335408354
contextual_promp,trial_0017_bite_007,trial_0017,0.04258600703283553,0.21606623435215944,0.047158746281094815,0.02791762331480549,0.037743495338404716,0.19594654848463777
contextual_promp,trial_0017_bite_008,trial_0017,0.04828561774789625,0.19876201564595292,0.022932256983293473,0.05760576043954549,0.04032231084043843,0.17055395426557576
contextual_promp,trial_0017_bite_009,trial_0017,0.07065291888272852,0.1739214809714788,0.054748836291481265,0.09057409339895076,0.057466757716164926,0.15565062146901557
contextual_promp,trial_0017_bite_010,trial_0017,0.04891826997151006,0.30192935252376973,0.058024428511876766,0.03114508331087179,0.044823601888314524,0.25456334782756007
contextual_promp,trial_0017_bite_011,trial_0017,0.03610337219322243,0.15332961251143262,0.024210853323413665,0.05470745814800457,0.03184549787618917,0.1438754401695762
contextual_promp,trial_0017_bite_012,trial_0017,0.048685252914640986,0.16200396017887053,0.04565734183374168,0.0327708158014213,0.0411130385844924,0.1452756137075314
contextual_promp,trial_0017_bite_013,trial_0017,0.09275815331203308,0.18240420949136746,0.028860663049593713,0.03256321603566034,0.07330380943623818,0.15816472523719097
contextual_promp,trial_0017_bite_014,trial_0017,0.04928434067833286,0.29059041324464346,0.015467172533375168,0.06495392716985754,0.03979312858560717,0.25517668393268456
contextual_promp,trial_0017_bite_015,trial_0017,0.07271301185362382,0.40631071343485237,0.10066438265568586,0.08607130559022394,0.06265815806909354,0.3349727214719932
contextual_promp,trial_0019_bite_001,trial_0019,0.04030822442567597,0.22890544620662404,0.034878152295396356,0.040660357652497175,0.03577666054734259,0.21567967288387524
contextual_promp,trial_0019_bite_002,trial_0019,0.05413500471595093,0.33923687649301276,0.07585306308756634,0.04301924065557092,0.04887342968767136,0.29053087973200575
contextual_promp,trial_0019_bite_003,trial_0019,0.07493284763152373,0.46998981422205166,0.08184582614103407,0.017387831863600683,0.06793354955753604,0.4019318135441854
contextual_promp,trial_0019_bite_004,trial_0019,0.055501546958081745,0.3013019106643172,0.04420431791890096,0.07403969226971185,0.04698641020963924,0.2696575533502113
contextual_promp,trial_0019_bite_005,trial_0019,0.0760637935331648,0.5656366591030689,0.08077606516314413,0.024779470048906543,0.06547594389779339,0.47303756010959436
contextual_promp,trial_0019_bite_006,trial_0019,0.07086850902302269,0.5199851467650306,0.06143609256489649,0.029310149370561644,0.06561595960501548,0.46081905739090046
contextual_promp,trial_0019_bite_007,trial_0019,0.06958643833210651,0.669306153965093,0.06416817979490146,0.04812776446093195,0.06446373009340939,0.6166520325556999
contextual_promp,trial_0019_bite_008,trial_0019,0.033632624920589965,0.2539547374765734,0.03744418121709438,0.0424029151113951,0.03065121648742916,0.21176462284628167
contextual_promp,trial_0019_bite_009,trial_0019,0.06520507747445675,0.4624676587833011,0.08387142369698501,0.04973385107022113,0.057963035500590704,0.38653600344283173
contextual_promp,trial_0019_bite_010,trial_0019,0.03769044073051004,0.27717088519234806,0.036819061538883084,0.0357516158737938,0.03381693342317832,0.23925542340598388
contextual_promp,trial_0019_bite_011,trial_0019,0.0523581479282534,0.23028543831097126,0.04959954150785918,0.045352082038782576,0.04421199671548378,0.19510267850130986
contextual_promp,trial_0019_bite_012,trial_0019,0.07758729182636878,0.2533939028390633,0.029127119807034564,0.11236767063686029,0.06402247125596801,0.23035819728000834
contextual_promp,trial_0019_bite_013,trial_0019,0.06393751110608695,0.1482992392185581,0.04589328213812173,0.08864964139155887,0.05438527801746681,0.12905016409513678
contextual_promp,trial_0019_bite_014,trial_0019,0.07851543819174576,0.2978048680940734,0.1101083140073775,0.07022867802979907,0.06491856204904625,0.25320961825940774
contextual_promp,trial_0019_bite_015,trial_0019,0.08856757166315413,0.3292031234455157,0.08520663630134445,0.058611198678171245,0.07427574545473067,0.2847201157321449
contextual_promp,trial_0019_bite_016,trial_0019,0.06166168806898348,0.17730349088698244,0.06334843756670036,0.08573060820275227,0.05447072877571222,0.15862917744533528
contextual_promp,trial_0019_bite_017,trial_0019,0.04441491599239671,0.252161866928989,0.034478995340811176,0.05926949596594874,0.0381426752484431,0.2146177136137863
contextual_promp,trial_0019_bite_018,trial_0019,0.030494714239308496,0.1493132840416,0.04776364417752856,0.05386332300491933,0.02678989533355678,0.13354769459117222
contextual_promp,trial_0019_bite_019,trial_0019,0.032646014443707114,0.10835919865275209,0.034047712200242476,0.022770807469953663,0.02770505297088796,0.10058539894419462
contextual_promp,trial_0019_bite_020,trial_0019,0.046281785109358604,0.3615573933244718,0.036531650707903145,0.09298608981279063,0.03870183236346102,0.30433414199964415
contextual_promp,trial_0019_bite_021,trial_0019,0.05966707661614966,0.35562993628191397,0.06360886288616012,0.11368987148187593,0.05025425740491665,0.322878481958451
contextual_promp,trial_0019_bite_022,trial_0019,0.057370306447802714,0.3151491495966922,0.0663187671535089,0.06255094572185399,0.04919879655895257,0.2768305316228926
contextual_promp,trial_0019_bite_023,trial_0019,0.04107062988134574,0.29406081722625316,0.04441451453258502,0.06729658422380205,0.03713098637000002,0.26533613062107586
contextual_promp,trial_0019_bite_024,trial_0019,0.05076099908650862,0.3815470106561967,0.0629643663279284,0.052724623021592504,0.04349331996551648,0.31067441101568344
contextual_promp,trial_0019_bite_025,trial_0019,0.06699379595347825,0.29568296084665624,0.078564941022964,0.0627189637313387,0.06181033043269302,0.2740487481777334
contextual_promp,trial_0019_bite_026,trial_0019,0.08517313477679722,0.5080206798371683,0.08705688053609421,0.08066102055492569,0.0706832083307289,0.4248237933485737
contextual_promp,trial_0020_bite_001,trial_0020,0.06017851361534085,0.3060095044034819,0.0786986340733309,0.04721324560686818,0.04880900904917772,0.261282783220798
contextual_promp,trial_0020_bite_002,trial_0020,0.0836730546663855,0.42723952201990734,0.12878734042362427,0.05978362511631488,0.06486592035953384,0.33757333199630446
contextual_promp,trial_0020_bite_003,trial_0020,0.06078213888810234,0.3040019440641057,0.07511690835912108,0.014314713275746876,0.054979393161780084,0.22850304370104146
contextual_promp,trial_0020_bite_004,trial_0020,0.06412120010758177,0.4191942223721921,0.06764045259134953,0.0470623694522852,0.05753322952351966,0.35635341643596585
contextual_promp,trial_0020_bite_005,trial_0020,0.06979429938989058,0.26941301199854073,0.06971324971176368,0.04407716175447737,0.05786103253622717,0.19847208911930966
contextual_promp,trial_0020_bite_006,trial_0020,0.04447247525668621,0.229184223517867,0.07667991988533551,0.06946725368174966,0.03478579197788895,0.1749004976832184
contextual_promp,trial_0020_bite_007,trial_0020,0.053445312224103876,0.27140570535446973,0.08018486697623695,0.024036779679620424,0.04624438437977192,0.2054843960496064
contextual_promp,trial_0020_bite_008,trial_0020,0.0732024345301117,0.4087306546756141,0.0978391793887417,0.011046014089313189,0.06197157566756506,0.32359870148123693
contextual_promp,trial_0020_bite_009,trial_0020,0.07447844480109146,0.3012478006448632,0.07406424061942621,0.0185945340099338,0.06545787376692466,0.2548347377279334
contextual_promp,trial_0020_bite_010,trial_0020,0.07324848833450766,0.36168915837064597,0.1125153340802044,0.057494272917577416,0.06141256018777398,0.29039183410370834
contextual_promp,trial_0020_bite_011,trial_0020,0.08284377468657983,0.43898697001625736,0.11167276700685413,0.030017706552760065,0.06726783880547713,0.35832347485908783
contextual_promp,trial_0020_bite_012,trial_0020,0.08666760391380966,0.43267126447041937,0.11645037502097126,0.022416877932618345,0.07230742693801424,0.35746306333807076
contextual_promp,trial_0020_bite_013,trial_0020,0.07179017710943614,0.38935184117027166,0.08635983132017153,0.027272879692485708,0.05994553675206686,0.32646422146130394
contextual_promp,trial_0020_bite_014,trial_0020,0.08716700837007146,0.3868397034465368,0.13398978957200045,0.029761665089737682,0.06978141940841374,0.3027118778193415
contextual_promp,trial_0020_bite_015,trial_0020,0.10983883661142987,0.2585660559031502,0.11420302286561104,0.053622060986364156,0.0903692967026111,0.1989735284466027
contextual_promp,trial_0020_bite_016,trial_0020,0.04244997576961388,0.18594224395075612,0.04498925676893191,0.01564940967418832,0.03802805071570723,0.16145869900923443
contextual_promp,trial_0020_bite_017,trial_0020,0.06934386756741062,0.2716338460719658,0.08276788492080556,0.00607707330498225,0.05888461701688921,0.22025436512243782
contextual_promp,trial_0020_bite_018,trial_0020,0.08650110340252087,0.19198331590608175,0.09157914626124583,0.03915687790977365,0.07318112003850322,0.15682291199424464
contextual_promp,trial_0020_bite_019,trial_0020,0.08289946769008404,0.3940620899694441,0.08208344266929603,0.022752812867569527,0.07100188141248275,0.35902707887798996
retrieval,trial_0012_bite_001,trial_0012,0.08635670461674108,0.46159875085238017,0.1666495328823804,0.05778445812281385,0.06690663543895492,0.38370020955733164
retrieval,trial_0012_bite_002,trial_0012,0.11613897643530935,0.4611974742548104,0.08736343687603895,0.036913819548385324,0.1034520034249033,0.4125838419890321
retrieval,trial_0012_bite_003,trial_0012,0.08880656809441895,0.4535555257741421,0.08520840468303759,0.01733075699235498,0.0807764811741731,0.39351785746368495
retrieval,trial_0012_bite_004,trial_0012,0.05039088442129566,0.25023286534155575,0.06125748135086388,0.0289383473855801,0.04621461553950041,0.2214700677389755
retrieval,trial_0012_bite_005,trial_0012,0.09241870242287409,0.5271178553117517,0.04597789205512663,0.026802913995355282,0.08167904055748482,0.4529945813100664
retrieval,trial_0012_bite_006,trial_0012,0.0779162882029748,0.6355690732737143,0.046546561659255976,0.024665590403890603,0.06757332541020658,0.5348800149029829
retrieval,trial_0012_bite_007,trial_0012,0.05957532286341521,0.2763157967870316,0.04307568988340171,0.05167443772381031,0.05304524784563086,0.24615173996724687
retrieval,trial_0012_bite_008,trial_0012,0.09027908997952216,0.23039791487256506,0.061719096360156635,0.011537228012940048,0.07712648994765509,0.21369568885265636
retrieval,trial_0012_bite_009,trial_0012,0.126919986400566,0.5983318474672327,0.1261651009199946,0.13255281681051628,0.10586312687737123,0.5067105553332489
retrieval,trial_0012_bite_010,trial_0012,0.07838884509247501,0.3219290120488352,0.08595339043314563,0.028442827104439072,0.07081325761237031,0.27824826218175713
retrieval,trial_0012_bite_011,trial_0012,0.14781521092521255,0.5614083238674548,0.13069205953112303,0.08972550973707538,0.13054382781405854,0.4912600089125967
retrieval,trial_0012_bite_012,trial_0012,0.07696656717445179,0.25674541111189136,0.09170190007852787,0.01971540033478797,0.07018707150384389,0.22676537183998074
retrieval,trial_0012_bite_013,trial_0012,0.059520254290150135,0.2509280915568629,0.03302011918309914,0.044597952740737135,0.052729139468986545,0.22101052049208014
retrieval,trial_0012_bite_014,trial_0012,0.07253312753582652,0.2548299449496326,0.03143371694348,0.016594347225252326,0.06290824886166363,0.22911281817386198
retrieval,trial_0012_bite_015,trial_0012,0.15082811724877687,0.718074925251333,0.16536359901409836,0.12895577660910168,0.13049135427085287,0.615999353398779
retrieval,trial_0013_bite_001,trial_0013,0.14469394973418664,0.6361702375436642,0.22684874206699948,0.17068976472279818,0.11476959725428526,0.5507814981234125
retrieval,trial_0013_bite_002,trial_0013,0.05514642135557372,0.28786010736053663,0.053414973059783044,0.03763210840060946,0.04827752382859031,0.22870697528772843
retrieval,trial_0013_bite_003,trial_0013,0.09268326573339569,0.5547209945181574,0.13442930013791396,0.026991864940920374,0.07834569651343648,0.46792977850022854
retrieval,trial_0013_bite_004,trial_0013,0.041822195743074775,0.11876478198453805,0.052204167263226256,0.012647075254442197,0.036773985173730386,0.1061221428728142
retrieval,trial_0013_bite_005,trial_0013,0.13502362321940517,0.6593612237686017,0.1906461573630858,0.046672378818671145,0.11472204671436512,0.5676856366140279
retrieval,trial_0013_bite_006,trial_0013,0.115805367518989,0.6210005189711819,0.16078677734978916,0.07635156298011167,0.09507842401283229,0.4573548354922631
retrieval,trial_0013_bite_007,trial_0013,0.07061966784208212,0.30051898203563,0.054881132520122514,0.03443890072266309,0.06291730313046737,0.23913468122786777
retrieval,trial_0013_bite_008,trial_0013,0.07150648995909828,0.20014210954873318,0.05131880301104373,0.08629858817426872,0.06353705371331458,0.17649293868236243
retrieval,trial_0013_bite_009,trial_0013,0.08128236510551987,0.3353663094323472,0.1156068097874481,0.08547942724736893,0.07295786839117524,0.28844505152620725
retrieval,trial_0013_bite_010,trial_0013,0.08001477598678074,0.43349601099836754,0.08467349552815764,0.09078945442877484,0.0714926549229263,0.3857396864790429
retrieval,trial_0013_bite_011,trial_0013,0.07109101056237777,0.23682800973793255,0.08316851023718684,0.015514830714041306,0.06173478150868808,0.20446533246892867
retrieval,trial_0013_bite_012,trial_0013,0.1455413348297211,0.6679296823130602,0.1944616879217454,0.09719467822668976,0.12866034037220475,0.5903926104892928
retrieval,trial_0014_bite_001,trial_0014,0.08005325243965815,0.19461944382147872,0.1037669904468296,0.09866292180874964,0.07107745852871333,0.18000163186249918
retrieval,trial_0014_bite_002,trial_0014,0.06385921044374837,0.30856985122441105,0.04620476839191239,0.019874352333161177,0.0583389249242667,0.2535817411612825
retrieval,trial_0014_bite_003,trial_0014,0.08350601935417831,0.4517675180291648,0.0977468001515101,0.008132358236623421,0.07540286938885661,0.399767822517713
retrieval,trial_0014_bite_004,trial_0014,0.07616850712573867,0.23643178990518182,0.13092831446171263,0.08090132819795479,0.06105730382301913,0.2023030594886725
retrieval,trial_0014_bite_005,trial_0014,0.06911350241246247,0.16028336297739548,0.05312196790272723,0.07306037042775038,0.058237577660543036,0.1417631248178349
retrieval,trial_0014_bite_006,trial_0014,0.044609159639319496,0.1662815489229092,0.05865268040847019,0.04684579341919087,0.04117368712610686,0.1489479677105289
retrieval,trial_0014_bite_007,trial_0014,0.08120480047736754,0.2623222744863935,0.11742951477079273,0.05291181631158701,0.06214029461850208,0.21574104006874567
retrieval,trial_0014_bite_008,trial_0014,0.060204470146101016,0.5618591653153776,0.03108894209869436,0.0537809342566167,0.05475778677181045,0.49566491016498415
retrieval,trial_0014_bite_009,trial_0014,0.054176321918777276,0.25431841648720255,0.05050588790998285,0.10754444009774475,0.05059638621684977,0.20724674824905331
retrieval,trial_0014_bite_010,trial_0014,0.03936080674597424,0.38346848333068395,0.03472686499460875,0.053352443114789455,0.03471717996110285,0.3432115589721185
retrieval,trial_0014_bite_011,trial_0014,0.06526448989963099,0.43386489618134993,0.045114042993426966,0.03213649796912113,0.056144566646295774,0.35683436685921543
retrieval,trial_0014_bite_012,trial_0014,0.05439859297860326,0.30689374616571236,0.06104688488789449,0.07576983235677462,0.047901664556221246,0.25908479142594265
retrieval,trial_0014_bite_013,trial_0014,0.05719805698643327,0.21126630726961737,0.08441010778865167,0.09529546125077526,0.05208495489528038,0.1933032910164148
retrieval,trial_0014_bite_014,trial_0014,0.06474316664454355,0.4553659382109623,0.014495031558335213,0.030059317061844365,0.05159493894103788,0.4176187910532466
retrieval,trial_0014_bite_015,trial_0014,0.0724239150657436,0.3560455134242784,0.08089675329766004,0.03971362494247574,0.06438244307119154,0.3232964859597868
retrieval,trial_0014_bite_016,trial_0014,0.12887104122635185,0.6201405091193554,0.22007325592391722,0.1305953855812985,0.1010592515689129,0.5308922514035961
retrieval,trial_0014_bite_017,trial_0014,0.11465870573579187,0.46289293964997796,0.16625546373743014,0.08941124764812719,0.0958751978447262,0.4068707510045012
retrieval,trial_0014_bite_018,trial_0014,0.1024988484788445,0.449191218241525,0.17095382250352467,0.05563717002668728,0.07790239830689338,0.35467554646661453
retrieval,trial_0014_bite_019,trial_0014,0.10405773521813104,0.42500608185880484,0.16153406606858867,0.08528590622449314,0.08038549819864535,0.3670699897815355
retrieval,trial_0014_bite_020,trial_0014,0.11138269050422868,0.5230125165172754,0.145136141397876,0.025503760109492096,0.09360188350837326,0.4577998997982581
retrieval,trial_0014_bite_021,trial_0014,0.056181116357552865,0.22046301266364787,0.08434192571581693,0.07213193040071153,0.044855054336015686,0.19591914374882255
retrieval,trial_0015_bite_001,trial_0015,0.08885816822134127,0.5779043797504303,0.10800057286575207,0.061882918079635835,0.08064365293068217,0.4952636796807435
retrieval,trial_0015_bite_002,trial_0015,0.11305812205516234,0.5769516666919468,0.0924286044516644,0.06740041457665186,0.09999840152797287,0.5016742767712862
retrieval,trial_0015_bite_003,trial_0015,0.11129748361130057,0.6195330756337647,0.11236462251021466,0.08312442165975328,0.09708106881684603,0.5377570811404399
retrieval,trial_0015_bite_004,trial_0015,0.04757281835014254,0.32602656508270184,0.0685474868815297,0.04018167809490719,0.04154743501043265,0.2667200299915244
