record_id,parent_bite_id,take,phase,generator,strategy,first_frame_success,successful_frames,frame_success_rate,complete_trajectory_success,continuity_violations,continuous_frame_percent,longest_continuous_section_frames,complete_pipeline_success,branch_changes,joint_travel_rad,rms_joint_velocity_rad_s,rms_joint_acceleration_rad_s2,rms_joint_jerk_rad_s3,JOINT_LIMIT,NO_VALID_BRANCH,NO_FEASIBLE_PSI,INPUT_NOT_SOLVED,provisional_timing_diagnostic,aligned_pinch_position_error_m_max,aligned_pinch_position_error_m_rms,aligned_pinch_orientation_error_rad_max,aligned_pinch_orientation_error_rad_rms,psi_error_rad_max,psi_error_rad_rms,virtual_utensil_position_error_m_max,virtual_utensil_position_error_m_rms,virtual_utensil_orientation_error_rad_max,virtual_utensil_orientation_error_rad_rms,joint_limit_margin_min_rad
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,retrieval,RobotSmooth,True,101,1.0,True,0,1.0,101,True,1,7.406923323627416,1.606041707304696,83.60103665017449,12893.150593885915,0,0,0,0,True,1.6399982036394077e-09,2.344559394537151e-10,9.793681689131466e-09,1.4001152297222091e-09,6.217248937900877e-14,2.3564917915696433e-14,1.6399982036394077e-09,2.344559394537151e-10,9.793681689131475e-09,1.4001152297222102e-09,0.32553580552414285
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,contextual_promp,B0,True,101,1.0,True,0,1.0,101,True,0,7.224578758587581,1.3395759079419234,6.859924508998096,71.6653165592319,0,0,0,0,True,1.6487687969631952e-10,5.297155075359184e-11,9.845648210823864e-10,3.1633562764013787e-10,1.0880185641326534e-13,2.4107626405632643e-14,1.6487687969631952e-10,5.297155075359184e-11,9.845648210823875e-10,3.1633562764013807e-10,0.32553580552414285
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,contextual_promp,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,6.850289140531865,1.33133303878107,8.196259689396463,388.501407571332,0,0,0,0,True,4.3475721426769375e-10,7.822850491519927e-11,2.596282194381546e-09,4.671673534525791e-10,5.3290705182007514e-14,1.597010325610832e-14,4.3475721426769375e-10,7.822850491519927e-11,2.5962821943815473e-09,4.671673534525794e-10,0.32553580552414285
trial_0012_bite_002_withdrawal,trial_0012_bite_002,trial_0012,withdrawal,contextual_promp,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,7.224578761944777,1.339575907944782,6.8599245013629435,71.66531614477923,0,0,0,0,True,1.8394131812058498e-10,5.614038120173935e-11,1.0984407428492968e-09,3.3526100689972297e-10,5.5067062021407764e-14,2.083937724789743e-14,1.8394131812058498e-10,5.614038120173935e-11,1.0984407428492972e-09,3.352610068997231e-10,0.32553580552414285
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,retrieval,B0,True,71,0.7029702970297029,False,1,0.9859154929577465,70,False,0,5.627077219824427,1.1178148891250412,22.20413061259025,2052.7546888782595,0,30,0,0,True,1.0574320733525633e-10,4.145849214525867e-11,6.315144534839839e-10,2.475855940200952e-10,8.268941087408166e-13,1.0564565338892284e-13,1.0574320733525633e-10,4.145849214525867e-11,6.315144534839844e-10,2.4758559402009537e-10,0.13557014405148937
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,retrieval,StrongLocal,True,70,0.693069306930693,False,1,0.9857142857142858,69,False,0,6.059945630790177,1.6865914257957968,45.0397368061009,3216.8033320156396,0,31,0,0,True,1.2513624728209313e-10,3.7378936041524354e-11,7.473244172031125e-10,2.232375448919461e-10,1.1795009413617663e-12,1.4790283342477486e-13,1.2513624728209313e-10,3.7378936041524354e-11,7.47324417203113e-10,2.2323754489194627e-10,0.11104473552596428
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,retrieval,RobotSmooth,True,71,0.7029702970297029,False,0,1.0,71,False,0,5.9928765617230475,1.222215534782433,57.42969790899969,4622.967818033548,0,0,1,30,True,9.804363849311414e-11,3.6703047302720085e-11,5.856172790414292e-10,2.1917089702781865e-10,2.5623947408348613e-13,5.377393711073673e-14,9.804363849311414e-11,3.6703047302720085e-11,5.856172790414296e-10,2.1917089702781883e-10,0.22305237381699783
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,contextual_promp,B0,True,80,0.7920792079207921,False,1,0.9875,79,False,0,5.419580282352414,1.019341950430769,20.82495676143937,891.0021316535857,0,21,0,0,True,1.4628873747706172e-10,4.363740271605521e-11,8.735525619760245e-10,2.606145187072681e-10,4.5208281562736374e-13,6.742895462774024e-14,1.4628873747706172e-10,4.363740271605521e-11,8.735525619760252e-10,2.6061451870726825e-10,0.13960332923456242
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,contextual_promp,StrongLocal,True,79,0.7821782178217822,False,0,1.0,79,False,0,6.024340894392202,1.8132910996902265,69.31566105616523,3621.97361164364,0,22,0,0,True,1.4186120938285955e-10,3.4948495912448235e-11,8.470201578420449e-10,2.086918732307547e-10,1.5187850976872141e-13,4.7100335747946476e-14,1.4186120938285955e-10,3.4948495912448235e-11,8.470201578420456e-10,2.0869187323075482e-10,0.2146490708300517
trial_0012_bite_003_transfer,trial_0012_bite_003,trial_0012,transfer,contextual_promp,RobotSmooth,True,80,0.7920792079207921,False,0,1.0,80,False,0,5.477250766642523,0.9400889067262111,31.34000863793813,3204.608776470241,0,0,1,21,True,1.4075826945222912e-10,4.5196903436703605e-11,8.406191747996411e-10,2.6993440202913854e-10,1.5187850976872141e-13,4.512121753309259e-14,1.4075826945222912e-10,4.5196903436703605e-11,8.406191747996416e-10,2.6993440202913874e-10,0.24358993098106474
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,retrieval,B0,True,98,0.9702970297029703,False,0,1.0,98,False,0,8.763514771191558,1.8378333333773278,52.15338129173316,5392.1038946670305,3,0,0,0,True,3.958168738641863e-10,8.458714745793652e-11,2.3636462895946894e-09,5.051318300933515e-10,1.3100631690576847e-13,3.298975866484119e-14,3.958168738641863e-10,8.458714745793652e-11,2.363646289594691e-09,5.05131830093352e-10,0.000563990906196743
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,retrieval,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,9.046559963704054,1.7925881305727545,69.37881042538137,7927.880817718643,0,0,0,0,True,9.513036333339732e-10,1.9845141574193427e-10,5.680995409018969e-09,1.18508529031026e-09,3.108624468950438e-14,1.0079925300678855e-14,9.513036333339732e-10,1.9845141574193427e-10,5.680995409018973e-09,1.185085290310261e-09,0.23309542126181082
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,retrieval,RobotSmooth,True,101,1.0,True,0,1.0,101,True,1,8.388885456124584,1.6521592548611481,101.2155504858294,14801.470440639525,0,0,0,0,True,1.3329947372396627e-09,2.2663583502791575e-10,7.960406954185075e-09,1.3534164677392265e-09,6.661338147750939e-14,2.288091194214815e-14,1.3329947372396627e-09,2.2663583502791575e-10,7.960406954185084e-09,1.3534164677392278e-09,0.39951466889200304
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,contextual_promp,B0,True,101,1.0,True,0,1.0,101,True,0,7.943983661081278,1.4576637506468426,8.062701970146783,90.5891036476886,0,0,0,0,True,1.542167079329186e-10,5.980264841546801e-11,9.20754854000539e-10,3.5710822451329946e-10,1.092459456231154e-13,3.006093300599134e-14,1.542167079329186e-10,5.980264841546801e-11,9.207548540005396e-10,3.571082245132997e-10,0.09915399593447205
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,contextual_promp,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,7.301434916150024,1.4202756392196862,9.164056755509195,343.03480287187466,0,0,0,0,True,7.764139552792578e-10,1.37108600595092e-10,4.636524238001213e-09,8.187718938967993e-10,7.993605777301127e-14,1.4479684542437973e-14,7.764139552792578e-10,1.37108600595092e-10,4.636524238001216e-09,8.187718938967998e-10,0.3339455678726324
trial_0012_bite_003_withdrawal,trial_0012_bite_003,trial_0012,withdrawal,contextual_promp,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,7.943983662622588,1.457663750759365,8.062701966396945,90.58910344164441,0,0,0,0,True,2.6569108193430235e-10,6.882477763713941e-11,1.586614531806797e-09,4.1098839015542854e-10,1.092459456231154e-13,2.868046526664423e-14,2.6569108193430235e-10,6.882477763713941e-11,1.586614531806798e-09,4.109883901554288e-10,0.09915399593631324
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,retrieval,B0,True,65,0.6435643564356436,False,0,1.0,65,False,0,5.196496714521501,1.104333938350439,18.492576165251744,1567.3556068657563,0,36,0,0,True,1.6749337305375385e-10,5.3717212681533005e-11,1.0003563696432016e-09,3.207939195053306e-10,8.926193117986259e-14,3.6595380201195745e-14,1.6749337305375385e-10,5.3717212681533005e-11,1.0003563696432025e-09,3.207939195053308e-10,0.27715502242006806
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,retrieval,StrongLocal,True,65,0.6435643564356436,False,0,1.0,65,False,0,5.716505864307385,1.681303056683045,51.88926241617165,3971.0788838789617,0,36,0,0,True,1.0700492494922195e-10,2.959803209370141e-11,6.390000771138952e-10,1.767439679440204e-10,1.176836406102666e-13,3.295930945782417e-14,1.0700492494922195e-10,2.959803209370141e-11,6.390000771138957e-10,1.7674396794402054e-10,0.2256350794521449
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,retrieval,RobotSmooth,True,66,0.6534653465346535,False,0,1.0,66,False,0,5.907764019362577,1.4925766243186767,55.912145855156005,3597.139304845849,0,0,1,35,True,1.925628438836587e-10,6.234423265833135e-11,1.1498061514077834e-09,3.7231755508421565e-10,1.7275070263167436e-13,4.0423207713894276e-14,1.925628438836587e-10,6.234423265833135e-11,1.1498061514077847e-09,3.7231755508421596e-10,0.2184567947367082
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,contextual_promp,B0,True,75,0.7425742574257426,False,0,1.0,75,False,0,5.51550406449581,1.3397201728715336,46.68341430155558,2515.139798883448,0,26,0,0,True,1.4838590587579544e-10,5.193210289772685e-11,8.862425973881898e-10,3.1013817001672993e-10,1.127986593019159e-13,3.695615665549501e-14,1.4838590587579544e-10,5.193210289772685e-11,8.862425973881906e-10,3.1013817001673013e-10,0.24672680622361653
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,contextual_promp,StrongLocal,True,74,0.7326732673267327,False,0,1.0,74,False,0,5.097418542483766,1.211433233851012,31.0286155377868,1375.3977805921218,0,27,0,0,True,1.7485076062239974e-10,4.361935433657466e-11,1.044259132079211e-09,2.604825736616549e-10,1.6964207816272392e-13,4.628709952285171e-14,1.7485076062239974e-10,4.361935433657466e-11,1.0442591320792119e-09,2.6048257366165507e-10,0.24753392516203032
trial_0012_bite_004_transfer,trial_0012_bite_004,trial_0012,transfer,contextual_promp,RobotSmooth,True,75,0.7425742574257426,False,0,1.0,75,False,0,5.084703504929616,0.9393912737216539,29.78727918863095,3423.7087455548153,0,0,1,26,True,1.6625292583373715e-10,5.426936255651483e-11,9.928105896908974e-10,3.2409197872796253e-10,1.6076029396572267e-13,4.169005179853517e-14,1.6625292583373715e-10,5.426936255651483e-11,9.92810589690898e-10,3.240919787279628e-10,0.25983260806851494
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,retrieval,B0,True,101,1.0,True,0,1.0,101,True,0,7.553955123507851,1.4184290070693024,24.551285051253792,2323.9827423146958,0,0,0,0,True,3.1056479281433976e-10,6.95900984423913e-11,1.854566172542505e-09,4.1557107887174865e-10,5.1958437552457326e-14,1.9944500782363423e-14,3.1056479281433976e-10,6.95900984423913e-11,1.8545661725425067e-09,4.1557107887174906e-10,0.2529877647410004
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,retrieval,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,7.319926622459542,1.4313242058412097,36.062463226451555,4683.213246203081,0,0,0,0,True,3.500431501296629e-10,8.207493614505084e-11,2.0904596525426553e-09,4.901398638041967e-10,7.416289804496046e-14,1.6478055531593308e-14,3.500431501296629e-10,8.207493614505084e-11,2.090459652542657e-09,4.901398638041971e-10,0.35188588137556565
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,retrieval,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,7.553955123275605,1.4184290068002572,24.55128484868151,2323.982658351457,0,0,0,0,True,3.7312402530614124e-10,7.446773384329074e-11,2.2282478671498175e-09,4.4470537300017536e-10,5.417888360170764e-14,2.1414346051415828e-14,3.7312402530614124e-10,7.446773384329074e-11,2.2282478671498196e-09,4.4470537300017567e-10,0.2529877647410004
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,contextual_promp,B0,True,101,1.0,True,0,1.0,101,True,0,7.711113956419357,1.4058833989254802,7.389916762491088,78.61347807186158,0,0,0,0,True,1.8109152427785379e-10,5.7390386054382225e-11,1.0813590287850637e-09,3.427071321522357e-10,6.661338147750939e-14,2.2634794364539717e-14,1.8109152427785379e-10,5.7390386054382225e-11,1.0813590287850645e-09,3.4270713215223595e-10,0.16751652306064102
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,contextual_promp,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,7.130380726783846,1.3898389432393183,8.156800447350266,233.9361351613531,0,0,0,0,True,5.04305615536442e-10,1.0329669208486296e-10,3.0117623932574493e-09,6.168676230966852e-10,3.4638958368304884e-14,1.1842690373942916e-14,5.04305615536442e-10,1.0329669208486296e-10,3.0117623932574518e-09,6.168676230966857e-10,0.35188588137556565
trial_0012_bite_004_withdrawal,trial_0012_bite_004,trial_0012,withdrawal,contextual_promp,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,7.711113956243834,1.405883399026149,7.389916773201128,78.61347697948267,0,0,0,0,True,1.603512469835477e-10,5.529856358464478e-11,9.576802597019117e-10,3.3021708228675413e-10,6.661338147750939e-14,2.301581865500164e-14,1.603512469835477e-10,5.529856358464478e-11,9.576802597019127e-10,3.3021708228675444e-10,0.16751652306064102
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,retrieval,B0,True,101,1.0,True,0,1.0,101,True,0,6.227413010584502,0.8104893802150841,15.40573165871233,1126.2075632462477,0,0,0,0,True,1.7169381671050072e-10,3.8829044032889645e-11,1.0253471036212322e-09,2.318850325460098e-10,2.1094237467877974e-13,5.1220432218527275e-14,1.7169381671050072e-10,3.8829044032889645e-11,1.0253471036212328e-09,2.3188503254600997e-10,0.16501138014262473
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,retrieval,StrongLocal,True,101,1.0,True,1,0.9900990099009901,97,False,1,7.7625673569261755,1.5844477256563405,67.34103036236428,4772.234848755277,0,0,0,0,True,7.408159971363632e-10,7.911319959564387e-11,4.4240735568493085e-09,4.724499269876362e-10,6.700862087427595e-12,9.370239827625279e-13,7.408159971363632e-10,7.911319959564387e-11,4.424073556849312e-09,4.724499269876366e-10,0.024193862194924698
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,retrieval,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,6.227413009137941,0.8104893802435198,15.40573168975675,1126.207570576966,0,0,0,0,True,1.2697464261564125e-10,3.982849977637959e-11,7.581798154912655e-10,2.378431441663755e-10,1.2789769243681803e-13,3.941834658071044e-14,1.2697464261564125e-10,3.982849977637959e-11,7.581798154912663e-10,2.378431441663757e-10,0.16501138014262384
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,contextual_promp,B0,True,101,1.0,True,0,1.0,101,True,0,4.470662646263617,0.562282471711288,1.8130665874591851,16.8493312791157,0,0,0,0,True,2.0815991908345026e-10,6.038097683345596e-11,1.243272029319635e-09,3.6059236922436986e-10,9.459100169806334e-14,3.2512668500080944e-14,2.0815991908345026e-10,6.038097683345596e-11,1.2432720293196358e-09,3.6059236922437017e-10,0.40068020204727617
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,contextual_promp,StrongLocal,True,101,1.0,True,0,1.0,101,True,0,4.068021532194477,0.5047852521676865,4.039365283717115,260.8887596039215,0,0,0,0,True,2.5029670158868653e-10,3.747130027371542e-11,1.4948591030277888e-09,2.2377316723703565e-10,9.85878045867139e-14,3.4718772034156493e-14,2.5029670158868653e-10,3.747130027371542e-11,1.49485910302779e-09,2.2377316723703584e-10,0.3577246910357754
trial_0012_bite_005_transfer,trial_0012_bite_005,trial_0012,transfer,contextual_promp,RobotSmooth,True,101,1.0,True,0,1.0,101,True,0,4.470662644335608,0.5622824716972705,1.8130665898795453,16.849331481638643,0,0,0,0,True,1.8073374289517812e-10,5.899096156331902e-11,1.0792979864292116e-09,3.522764166799322e-10,7.860379014346108e-14,2.9772477759669e-14,1.8073374289517812e-10,5.899096156331902e-11,1.0792979864292126e-09,3.522764166799325e-10,0.40068020204726373
