record_id,parent_bite_id,bite_id,phase,segment_index,motive_frame,time_s,psi,old_wrist_B_x,old_wrist_B_y,old_wrist_B_z,fork_B_x,fork_B_y,fork_B_z,old_to_fork_orientation_rad,relative_rotation_x,relative_rotation_y,relative_rotation_z,joint1_to_old_wrist_m,joint1_to_fork_m,old_wrist_to_fork_m,status_A,position_error_A_m,orientation_error_A_rad,psi_error_A_rad,status_B,position_error_B_m,orientation_error_B_rad,psi_error_B_rad,status_C,position_error_C_m,orientation_error_C_rad,psi_error_C_rad,status_D,position_error_D_m,orientation_error_D_rad,psi_error_D_rad,official_phase2_status_D,status_A2,status_D2
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,10,325,0.1,-2.879914953158887,-0.116304062,0.10034781599999999,0.14532756000000002,0.010923988,0.115829855,0.167145267,1.5707698598273747,6.6853131744085756e-06,-6.815391951591052e-06,1.5707698597983626,0.5179827879328428,0.5941021868884236,0.13001031719497444,SUCCESS_EXACT,5.2985715555136085e-12,3.1482547790864845e-11,3.8191672047105385e-14,SUCCESS_EXACT,4.188751263458269e-12,2.501492508004462e-11,7.105427357601002e-15,SUCCESS_EXACT,3.547662679677637e-11,2.1179817453466261e-10,7.682743330406083e-14,SUCCESS_EXACT,3.243961480653592e-12,1.9235074235442007e-11,2.3003821070233244e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,11,326,0.11,-2.8795864015516837,-0.115270462,0.103679428,0.148205353,0.011503326,0.119016603,0.17029953,1.5707805735782983,4.17671963152289e-06,-4.344691147533393e-06,1.5707805735667368,0.5165517808020469,0.5927351449306097,0.12959542784433753,SUCCESS_EXACT,1.4870270461808154e-11,8.894418785571303e-11,3.241851231905457e-14,SUCCESS_EXACT,3.441099397384904e-11,2.0548482351789095e-10,4.440892098500626e-16,SUCCESS_EXACT,3.4839117205079965e-12,2.0700012955277822e-11,1.2656542480726785e-13,SUCCESS_EXACT,1.566519659631581e-11,9.344886321221885e-11,1.865174681370263e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,12,327,0.12,-2.878413967065342,-0.11432563000000001,0.106819542,0.151280518,0.012196679,0.121992625,0.173429713,1.5707619296069655,1.1379024945569127e-05,-6.847729012003132e-06,1.5707619295508228,0.5149411978078406,0.5914905116213264,0.12933949111375226,SUCCESS_EXACT,1.3216860911491214e-11,7.891659736805863e-11,2.220446049250313e-15,SUCCESS_EXACT,4.370958940536237e-11,2.6107426705910213e-10,8.881784197001252e-15,SUCCESS_EXACT,1.4899714775916725e-11,8.904657849183538e-11,9.370282327836321e-14,SUCCESS_EXACT,2.1508392010315997e-11,1.2840752692737773e-10,7.682743330406083e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,13,328,0.13,-2.878402818774499,-0.113326797,0.109834129,0.15420773299999999,0.012913033,0.124968238,0.176692635,1.5707720909859346,6.084186278138855e-06,-6.885334498914086e-06,1.570772090959061,0.5135061449987076,0.5902114267431251,0.12911664010344442,SUCCESS_EXACT,4.110247211896799e-11,2.4561780464580237e-10,4.574118861455645e-14,SUCCESS_EXACT,4.1974252913398356e-11,2.5081892977952417e-10,5.0182080713057076e-14,SUCCESS_EXACT,5.768677367651221e-11,3.445563331898094e-10,7.72715225139109e-14,SUCCESS_EXACT,4.453626398705896e-11,2.658903924303549e-10,1.270095140171179e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,14,329,0.14,-2.8761867756170214,-0.11234029400000001,0.113077698,0.15746035800000002,0.01360254,0.128073484,0.179619983,1.5707838797765805,2.428684643111112e-06,-4.035161833670932e-06,1.5707838797695202,0.5118628340616554,0.5891581799753036,0.12875371844669178,SUCCESS_EXACT,2.6240155656869527e-11,1.5666495790173892e-10,1.687538997430238e-14,SUCCESS_EXACT,5.4129161700570665e-12,3.2236275685672995e-11,3.019806626980426e-14,SUCCESS_EXACT,2.1922785935033966e-12,1.3028419113299362e-11,8.748557434046234e-14,SUCCESS_EXACT,2.181994541834682e-11,1.3039004985104487e-10,1.8829382497642655e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,15,330,0.15,-2.873595165817683,-0.11101664700000001,0.116377708,0.160921875,0.014434,0.131619066,0.18262507,1.5707741297404687,5.395286447894042e-06,-5.641724532068722e-06,1.5707741297210713,0.510327828941464,0.5882331066709534,0.12822321357543184,SUCCESS_EXACT,1.0686820638805518e-11,6.386283386327465e-11,1.554312234475219e-14,SUCCESS_EXACT,1.6070840209750052e-11,9.609721287817185e-11,3.730349362740526e-14,SUCCESS_EXACT,7.705848942997526e-11,4.6014585537255605e-10,3.375077994860476e-14,SUCCESS_EXACT,1.9465492682557906e-11,1.1627304790940132e-10,5.639932965095795e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,16,331,0.16,-2.8706190461548333,-0.110003822,0.11960597199999999,0.164123703,0.015251897,0.135027513,0.185654849,1.5707719599135737,5.677423958502001e-06,-5.338967968139642e-06,1.57077195989424,0.5088176416287957,0.5873073516782413,0.12802503394686124,SUCCESS_EXACT,2.7388876365259577e-11,1.6351889992495267e-10,6.217248937900877e-15,SUCCESS_EXACT,1.5388351105601966e-12,9.234734164605566e-12,1.9539925233402755e-14,SUCCESS_EXACT,1.4380150197690469e-11,8.573641887719818e-11,1.98507876802978e-13,SUCCESS_EXACT,2.8289438448729303e-11,1.6888083394458037e-10,1.1102230246251565e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,17,332,0.17,-2.87121946497287,-0.108895309,0.123047539,0.167387161,0.016231477,0.138522923,0.188835189,1.570787430547834,-2.4901882003059255e-07,-4.2350228017333824e-06,1.5707874305421052,0.5073798543557361,0.5864619937726199,0.12789143047806617,SUCCESS_EXACT,8.153401375793761e-12,4.863116299305499e-11,1.7763568394002505e-14,SUCCESS_EXACT,6.7661446106528386e-12,4.0203677045777865e-11,6.350475700855895e-14,SUCCESS_EXACT,9.985999703070458e-11,5.963193923542217e-10,4.04121180963557e-14,SUCCESS_EXACT,3.4208612913030525e-12,2.0403641309101365e-11,4.4853010194856324e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,18,333,0.18,-2.870493232098718,-0.107863739,0.126769798,0.17041577100000002,0.017134346,0.141985297,0.191938922,1.570781805044171,8.227898335490567e-07,-5.056403094427735e-06,1.5707818050358169,0.5061280567566173,0.5856367946919446,0.12774693222326333,SUCCESS_EXACT,5.714962372640771e-12,3.4090031114050507e-11,5.329070518200751e-15,SUCCESS_EXACT,2.8812896487423003e-11,1.7224935307025737e-10,5.773159728050814e-14,SUCCESS_EXACT,3.0992984537062016e-11,1.8508067114393961e-10,7.105427357601002e-15,SUCCESS_EXACT,3.970743730842901e-13,2.297654877790836e-12,1.5498713423767185e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,19,334,0.19,-2.8692520886124773,-0.10671639299999999,0.130063171,0.173662964,0.017903369,0.145366028,0.195132777,1.5707860202032817,1.5721219365782545e-06,-5.326958266210286e-06,1.570786020193462,0.5048020611470314,0.5846801474291196,0.12737823748016797,SUCCESS_EXACT,3.727565431066458e-12,2.2331906075698626e-11,2.0872192862952943e-14,SUCCESS_EXACT,3.5112265514394805e-11,2.0956492414542414e-10,3.064215547965432e-14,SUCCESS_EXACT,2.679387338484039e-13,1.669602803861576e-12,3.2018832030189515e-13,SUCCESS_EXACT,3.85430044727994e-11,2.3018617763089318e-10,3.375077994860476e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,20,335,0.2,-2.8710089962957204,-0.105742386,0.133630814,0.176580338,0.018834,0.148865819,0.1983383,1.5707727187280915,5.866957200535917e-06,-4.474892748744649e-06,1.5707727187107603,0.5036647771192836,0.5838953828745689,0.1273765686323998,SUCCESS_EXACT,1.6726514309085507e-11,1.0009099989243167e-10,4.6629367034256575e-14,SUCCESS_EXACT,5.234808196560367e-11,3.1247562217426473e-10,3.730349362740526e-14,SUCCESS_EXACT,2.6958797228689768e-11,1.6094292436603256e-10,8.038014698286133e-14,SUCCESS_EXACT,6.653093600957012e-12,3.9792824696178637e-11,1.3500311979441904e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,21,336,0.21,-2.870146885498809,-0.104614807,0.137307648,0.17959021000000003,0.019542379,0.152386934,0.201374039,1.5707838312382891,2.851271937640912e-06,-4.004511233381009e-06,1.5707838312305968,0.5026186343705495,0.5830727422493969,0.12695245924207077,SUCCESS_EXACT,1.7815924951706294e-11,1.0625232957827344e-10,2.930988785010413e-14,SUCCESS_EXACT,4.024399305890104e-11,2.402921941949089e-10,0.0,SUCCESS_EXACT,1.1146939859009193e-10,6.654997996826103e-10,2.5623947408348613e-13,SUCCESS_EXACT,7.417595079545649e-11,4.428007128869238e-10,3.6992631180510216e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,22,337,0.22,-2.8716436011125714,-0.103415596,0.14079693599999998,0.18261090100000002,0.020457003,0.156145096,0.204475641,1.5707908295869362,1.0272650242621894e-06,-2.6813014930223205e-06,1.5707908295843118,0.5016388875906422,0.582443416051354,0.12672037584251397,SUCCESS_EXACT,1.0195888693986265e-11,6.095570649833318e-11,1.4210854715202004e-14,SUCCESS_EXACT,1.628006133363685e-11,9.733146417379447e-11,2.531308496145357e-14,SUCCESS_EXACT,3.9509456875648456e-11,2.3588186288518285e-10,8.304468224196171e-14,SUCCESS_EXACT,2.6974827015143657e-11,1.611810539129878e-10,2.0872192862952943e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,23,338,0.23,-2.872056837655033,-0.102273582,0.144442444,0.185567215,0.021214724,0.159900069,0.207446769,1.570783004777009,5.507433753942608e-06,-1.2357446265773745e-06,1.5707830047668683,0.5007271142724428,0.5818035159496655,0.12636065357788076,SUCCESS_EXACT,1.332466467741044e-11,7.962838226675402e-11,1.1546319456101628e-14,SUCCESS_EXACT,3.758217601448081e-13,1.9382343039092854e-12,8.171241461241152e-14,SUCCESS_EXACT,1.1845484664758417e-11,7.094034286185196e-11,3.241851231905457e-13,SUCCESS_EXACT,2.8737034947309907e-11,1.716333665293781e-10,4.618527782440651e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,24,339,0.24,-2.871042263960752,-0.101240959,0.148030014,0.18847134399999999,0.022203375,0.163780004,0.210602418,1.5707916456757882,-2.201219760517038e-06,-3.1981210533837847e-06,1.5707916456709905,0.49981400035139734,0.5813018763164125,0.1263975878650267,SUCCESS_EXACT,1.290651516250934e-12,7.618847829378217e-12,2.0872192862952943e-14,SUCCESS_EXACT,7.767788017953969e-12,4.6463760904582235e-11,1.554312234475219e-14,SUCCESS_EXACT,3.06736896567661e-11,1.8309509846695878e-10,1.3322676295501878e-13,SUCCESS_EXACT,9.490250502294807e-11,5.666477668761587e-10,2.1405099914773018e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,25,340,0.25,-2.869985299525343,-0.100026047,0.151779297,0.191497299,0.023062333,0.167626411,0.213668898,1.5707855827410317,1.6941495905715458e-06,-3.3187998038159592e-06,1.5707855827366122,0.49900712521744106,0.5807848721907964,0.1260692671326767,SUCCESS_EXACT,8.856251869827253e-12,5.2839880283221695e-11,1.199040866595169e-14,SUCCESS_EXACT,2.310160377256915e-11,1.3774788906860786e-10,6.661338147750939e-14,SUCCESS_EXACT,1.3464044784545452e-10,8.039804029563976e-10,9.103828801926284e-14,SUCCESS_EXACT,2.9534752000988245e-11,1.7633460699974229e-10,9.769962616701378e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,26,341,0.26,-2.8710749575996775,-0.09904492999999999,0.155485077,0.194436981,0.023984861,0.171518832,0.216798872,1.5707922097446638,-3.48237545868795e-06,-4.42768931015029e-06,1.5707922097345635,0.49813842270036635,0.5803333485669924,0.12606928627544295,SUCCESS_EXACT,7.842714034795122e-12,4.675228297359534e-11,1.9539925233402755e-14,SUCCESS_EXACT,4.3187047523503316e-11,2.5782822702009063e-10,2.4868995751603507e-14,SUCCESS_EXACT,4.1358349338602794e-11,2.469599287820206e-10,3.552713678800501e-14,SUCCESS_EXACT,1.3623188052236366e-12,8.230054215151313e-12,2.402522625288839e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,27,342,0.27,-2.869481864095951,-0.09778119700000001,0.15911618000000002,0.19735936,0.024769813,0.175287947,0.219742134,1.5707949887896429,-1.3243414500059454e-07,-6.319787635785247e-07,1.5707949887895098,0.4975155283479114,0.5798983656896521,0.12562350366017289,SUCCESS_EXACT,1.1826333166469566e-11,7.048476857764096e-11,3.241851231905457e-14,SUCCESS_EXACT,8.667796111891948e-12,5.166041511314276e-11,2.886579864025407e-14,SUCCESS_EXACT,2.0293335443335364e-11,1.210783959859896e-10,1.7363888105137448e-13,SUCCESS_EXACT,6.537404750587123e-12,3.8823654701043153e-11,5.195843755245733e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,28,343,0.28,-2.867534186677208,-0.09669251300000001,0.162934586,0.200300842,0.025717983,0.179071784,0.222911447,1.5708031643197407,-5.552125640216396e-06,-2.34170673719765e-06,1.5708031643081828,0.4968305276634197,0.579515000964179,0.1255228192350827,SUCCESS_EXACT,2.3221952339754886e-11,1.38563569696579e-10,2.842170943040401e-14,SUCCESS_EXACT,3.640701423160235e-11,2.1720711944607678e-10,5.995204332975845e-14,SUCCESS_EXACT,4.076809189337664e-11,2.4349789079801686e-10,6.483702463810914e-14,SUCCESS_EXACT,2.3935705578546282e-11,1.4292942298828462e-10,1.865174681370263e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,29,344,0.29,-2.8642687693738615,-0.09555961600000001,0.16661889600000002,0.20314219700000002,0.026652519,0.182822555,0.225891545,1.5707926840858724,1.00386287494604e-06,-6.185277076237063e-07,1.5707926840854298,0.496271857265854,0.5792615737981505,0.12536306210631426,SUCCESS_EXACT,7.575613917257215e-12,4.5435889168770687e-11,5.284661597215745e-14,SUCCESS_EXACT,5.803509340442351e-13,3.3384695497591743e-12,4.39648317751562e-14,SUCCESS_EXACT,1.194678608845526e-11,7.156981568277606e-11,3.6548541970660153e-13,SUCCESS_EXACT,5.7073448493108216e-11,3.4061887860010397e-10,5.377920331284258e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,30,345,0.3,-2.8646206377358134,-0.094514275,0.170436432,0.20568994100000002,0.027614892,0.186551854,0.22887443,1.5707896825981236,1.1849221956491032e-06,-9.462924864142971e-07,1.5707896825973915,0.4959180925664666,0.57906684432082,0.1253505516084516,SUCCESS_EXACT,9.345897540016923e-12,5.568654847765328e-11,3.108624468950438e-14,SUCCESS_EXACT,2.2581334721545146e-11,1.3479681083251026e-10,1.3766765505351941e-14,SUCCESS_EXACT,1.6154036504542438e-10,9.646121195327953e-10,1.0258460747536446e-13,SUCCESS_EXACT,2.1657735014457664e-11,1.2955948309314995e-10,5.968558980384842e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,31,346,0.31,-2.860863072081899,-0.093264214,0.17410107400000002,0.208695892,0.028617144,0.190303743,0.231721699,1.57079086391856,4.3532743631018154e-07,-2.3468806574878253e-06,1.5707908639167465,0.49541982900467085,0.5790227111360025,0.12509108560824378,SUCCESS_EXACT,2.6129014823267248e-11,1.5590694593582497e-10,4.3076653355456074e-14,SUCCESS_EXACT,8.364659591543038e-12,5.003622159246469e-11,2.1760371282653068e-14,SUCCESS_EXACT,9.428488054285321e-11,5.630650556916461e-10,3.3306690738754696e-14,SUCCESS_EXACT,1.1892993859363727e-11,7.108931963611942e-11,1.8385293287792592e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,32,347,0.32,-2.8587062833733916,-0.09190543400000001,0.17797294600000002,0.21154628,0.02956485,0.194063693,0.234524474,1.5707781281207163,4.250769702244505e-06,-4.283663592199762e-06,1.5707781281091238,0.4951903302247942,0.578998696931289,0.12466731501704967,SUCCESS_EXACT,3.102378231252603e-11,1.853596488363908e-10,2.353672812205332e-14,SUCCESS_EXACT,9.237612738716486e-12,5.5248454849066476e-11,3.108624468950438e-14,SUCCESS_EXACT,6.228576640740731e-11,3.719705124531478e-10,2.042810365310288e-14,SUCCESS_EXACT,6.090929364665404e-11,3.6372970378957666e-10,2.9753977059954195e-14,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,33,348,0.33,-2.855200694144939,-0.090787689,0.181868164,0.214281082,0.03076498,0.197901562,0.237407163,1.570792416081284,1.6569289756913785e-06,-1.0270255518239514e-06,1.5707924160800744,0.49491781172630095,0.5791962153912692,0.1247675310923019,SUCCESS_EXACT,2.7421055328231408e-12,1.6481464515291904e-11,2.6201263381153694e-14,SUCCESS_EXACT,3.8429775182915576e-12,2.2976252982748906e-11,2.220446049250313e-15,SUCCESS_EXACT,7.151703324995868e-12,4.2687636554422054e-11,2.3092638912203256e-14,SUCCESS_EXACT,3.0578136155458996e-11,1.8267758990308796e-10,1.829647544582258e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,34,349,0.34,-2.8535502183934924,-0.089661972,0.18556019599999998,0.21675685100000003,0.031872988,0.201760799,0.240097135,1.5707925691344258,2.6706244652082105e-06,-1.320912429105298e-06,1.5707925691315998,0.49482861955746965,0.5794641928152514,0.12481175784743147,SUCCESS_EXACT,2.6158677035580588e-11,1.5605678805716282e-10,3.952393967665557e-14,SUCCESS_EXACT,3.783918518026896e-11,2.2599220498564768e-10,8.881784197001252e-16,SUCCESS_EXACT,4.722208990548112e-11,2.820774839778912e-10,1.2922996006636822e-13,SUCCESS_EXACT,2.500133749265022e-11,1.492394241428448e-10,1.7275070263167436e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
trial_0012_bite_001_transfer,trial_0012_bite_001,1,transfer,35,350,0.35,-2.851289057692141,-0.088394318,0.18956260700000002,0.2193414,0.032984585,0.205627427,0.242769569,1.5707911245494899,-1.1142040271209014e-06,-1.8363209954826679e-06,1.5707911245480215,0.4948791895239919,0.5797859003995226,0.12465871665394428,SUCCESS_EXACT,9.125284655156189e-12,5.4534067826951483e-11,0.0,SUCCESS_EXACT,2.6023250190172993e-12,1.573501167253873e-11,6.128431095930864e-14,SUCCESS_EXACT,1.4647103884300047e-10,8.747872674482689e-10,1.6298074001497298e-13,SUCCESS_EXACT,8.617139557977321e-11,5.146490843225874e-10,1.4166445794216997e-13,SUCCESS_EXACT,SUCCESS_EXACT,SUCCESS_EXACT
